MS Zoning,Lot Area,Lot Shape,Neighborhood,Bldg Type,House Style,Mas Vnr Type,Exter Qual,Bsmt Qual,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,Gr Liv Area,Kitchen AbvGr,Kitchen Qual,Garage Finish,Garage Cars,Garage Area,Paved Drive,SalePrice,has_alley,has_fence,has_fireplace,Total Bsmt Bath,total_baths,on_cds,Overall Goodness
1224,RL,18160,Reg,Gilbert,1Fam,1Story,BrkCmn,2,3,3,1302.0,1,1,1128,1128,1,2,1,2.0,480.0,0,154204,0,1,1,1.0,1,0,36
1225,RL,11355,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,1312.0,4,1,1312,1312,1,2,2,2.0,495.0,1,186000,0,1,1,0.0,2,0,49
1226,RM,1680,Reg,BrDale,Twnhs,2Story,BrkFace,2,3,1,630.0,2,1,630,1302,1,2,1,1.0,264.0,1,111750,0,0,0,0.0,3,0,25
1227,RL,14300,Reg,NridgHt,1Fam,1Story,BrkFace,4,5,4,2846.0,4,1,2696,2696,1,4,3,3.0,958.0,1,500000,0,0,1,1.0,3,0,45
1228,RL,10616,IR1,CollgCr,1Fam,2Story,None,3,4,1,628.0,4,1,628,1356,1,3,3,2.0,484.0,1,177439,0,0,1,0.0,3,0,35
1229,RL,11308,IR1,NridgHt,1Fam,2Story,Stone,4,5,3,1104.0,4,1,1130,2184,1,4,3,3.0,836.0,1,335000,0,0,1,1.0,3,0,45
1230,RL,10480,Reg,NWAmes,1Fam,2Story,BrkFace,2,3,1,803.0,2,1,1098,1964,1,2,2,2.0,483.0,1,205000,0,0,1,0.0,3,0,42
1231,RL,5118,IR1,StoneBr,TwnhsE,1Story,None,3,4,4,1312.0,3,1,1321,1321,1,3,2,2.0,484.0,1,212000,0,0,1,1.0,1,0,40
1232,RM,3811,IR1,Crawfor,TwnhsE,1Story,Stone,3,5,4,1594.0,4,1,1646,1646,1,3,3,2.0,525.0,1,246000,0,0,1,2.0,2,0,40
1233,RL,10825,IR1,NWAmes,1Fam,1Story,BrkFace,3,4,2,1260.0,2,1,1260,1260,1,2,1,2.0,598.0,1,181900,0,0,0,1.0,2,0,49
1234,RM,5500,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,926.0,2,1,926,1316,1,2,1,2.0,484.0,1,130000,0,0,0,1.0,1,0,35
1235,RM,9600,Reg,OldTown,1Fam,2Story,None,2,2,1,264.0,4,1,768,1432,1,2,1,2.0,360.0,1,132000,1,1,0,0.0,2,0,35
1236,RL,9317,Reg,SawyerW,1Fam,2Story,None,3,4,1,779.0,4,1,1029,1958,1,3,2,2.0,499.0,1,220000,0,0,1,1.0,3,0,35
1237,RL,11838,Reg,CollgCr,1Fam,1Story,None,3,4,3,1753.0,4,1,1788,1788,1,4,2,2.0,522.0,1,236500,0,0,1,0.0,2,0,40
1238,FV,8004,IR1,Somerst,1Fam,2Story,Stone,3,4,1,832.0,4,1,832,1935,1,2,3,2.0,552.0,1,263435,0,0,0,1.0,3,0,40
1239,RM,6876,Reg,IDOTRR,1Fam,1.5Fin,None,2,3,1,1272.0,2,1,1272,1969,1,2,1,2.0,400.0,1,141000,0,0,1,0.0,2,0,36
1240,RL,8396,IR1,Gilbert,1Fam,2Story,BrkFace,3,4,1,847.0,4,1,847,1986,1,3,3,2.0,434.0,1,213000,0,0,1,0.0,3,0,35
1241,RL,9803,Reg,Timber,1Fam,1Story,None,3,4,1,1214.0,4,1,1214,1214,1,3,2,2.0,520.0,1,179781,0,0,0,0.0,2,0,35
1242,RL,6240,Reg,NridgHt,TwnhsE,1Story,BrkFace,3,4,1,1342.0,4,1,1342,1342,1,3,3,2.0,550.0,1,234250,0,0,1,1.0,2,0,40
1243,RL,15498,IR1,Timber,1Fam,1Story,None,3,4,3,1565.0,2,1,2898,2898,1,3,3,2.0,665.0,1,287000,0,0,1,1.0,2,0,48
1244,RL,12891,IR1,Gilbert,1Fam,2Story,None,3,5,1,870.0,4,1,878,2004,1,3,3,3.0,644.0,1,257500,0,0,1,1.0,3,0,40
1245,RM,6180,Reg,BrkSide,1Fam,1Story,None,2,3,1,960.0,2,0,986,986,1,2,1,1.0,180.0,1,102000,0,0,1,0.0,1,0,30
1246,RM,7449,Reg,IDOTRR,1Fam,1.5Unf,None,2,3,1,637.0,4,1,1108,1108,1,3,1,1.0,280.0,0,139400,1,1,1,0.0,1,0,49
1247,RL,10410,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,672.0,2,1,694,1214,1,2,1,3.0,936.0,1,105000,1,1,0,0.0,1,0,12
1248,RL,15865,IR1,NAmes,1Fam,1Story,None,3,3,4,2217.0,4,1,2217,2217,1,3,1,2.0,621.0,1,268000,0,0,1,1.0,2,0,48
1249,RL,19690,IR1,Edwards,1Fam,SLvl,None,3,4,3,697.0,2,1,1575,2201,1,3,1,2.0,432.0,1,274970,0,1,1,0.0,2,1,42
1250,RL,3182,Reg,Blmngtn,TwnhsE,1Story,BrkFace,3,4,3,1220.0,4,1,1220,1220,1,3,3,2.0,397.0,1,180000,0,0,1,0.0,2,0,35
1251,RM,9600,Reg,OldTown,1Fam,2Story,None,2,3,1,689.0,4,1,689,1378,1,3,1,2.0,360.0,0,161000,0,0,1,0.0,2,0,63
1252,RL,11100,Reg,Edwards,1Fam,1Story,None,2,0,0,0.0,4,1,930,930,1,3,1,1.0,308.0,1,84900,0,0,0,0.0,1,0,28
1253,RL,13587,Reg,NAmes,2fmCon,1Story,None,2,3,3,988.0,2,1,988,988,1,2,1,1.0,264.0,1,119000,0,0,0,1.0,1,0,25
1254,RL,11447,IR1,Timber,1Fam,1Story,BrkFace,3,5,3,1964.0,4,1,1964,1964,1,3,3,3.0,892.0,1,370000,0,0,1,1.0,3,0,40
1255,RL,7242,Reg,CollgCr,1Fam,1Story,None,3,4,1,1270.0,4,1,1270,1270,1,3,2,2.0,524.0,1,175900,0,0,0,0.0,2,0,35
1256,RL,7018,Reg,SawyerW,Duplex,2Story,None,2,0,0,0.0,2,1,1120,2240,2,2,1,2.0,528.0,1,142953,0,0,0,0.0,2,0,25
1257,RL,9466,IR2,Veenker,TwnhsE,1Story,None,3,4,4,1494.0,4,1,1494,1494,1,3,3,2.0,478.0,1,279700,0,0,1,1.0,2,0,40
1258,RL,8400,Reg,NAmes,1Fam,1Story,None,2,2,2,1179.0,3,1,1364,1364,1,2,2,1.0,331.0,1,132000,0,1,1,0.0,2,0,25
1259,RL,11050,Reg,CollgCr,1Fam,2Story,BrkFace,3,5,2,1440.0,4,1,1476,2153,1,4,3,3.0,736.0,1,313000,0,0,1,1.0,3,0,45
1261,RL,6931,Reg,Edwards,1Fam,2Story,Stone,3,4,1,746.0,4,1,760,1656,1,3,3,2.0,397.0,1,165400,0,0,1,0.0,3,0,35
1262,RL,12438,IR1,CollgCr,1Fam,2Story,BrkFace,3,4,1,781.0,4,1,795,1499,1,3,2,2.0,473.0,1,187000,0,0,1,0.0,3,0,30
1263,RL,15138,IR1,NoRidge,1Fam,2Story,BrkFace,3,4,1,1462.0,4,1,1490,2794,1,4,3,3.0,810.0,1,403000,0,0,1,1.0,3,0,40
1264,RL,12046,IR1,NWAmes,1Fam,2Story,BrkFace,2,3,1,848.0,2,1,1118,2030,1,3,3,2.0,551.0,1,195000,0,0,1,0.0,3,0,36
1265,RL,9600,IR1,NAmes,1Fam,SLvl,BrkFace,2,3,3,1218.0,2,1,1254,1254,1,2,2,2.0,525.0,1,158500,0,0,1,1.0,1,0,30
1266,RL,11367,Reg,CollgCr,1Fam,2Story,BrkFace,3,4,2,1065.0,4,1,1091,1989,1,3,3,2.0,586.0,1,255000,0,0,1,1.0,3,0,40
1267,RL,26073,IR1,Crawfor,1Fam,1Story,None,2,3,1,1898.0,4,1,1898,1898,1,2,1,2.0,484.0,1,236500,0,1,1,0.0,3,1,25
1268,RL,7150,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,988.0,2,1,988,988,1,2,1,1.0,360.0,1,129250,0,0,0,1.0,1,0,30
1269,RL,15602,IR1,Crawfor,1Fam,1Story,None,2,3,1,1501.0,2,1,1801,1801,1,2,3,2.0,484.0,1,289000,0,1,1,1.0,2,0,56
1270,RL,10260,Reg,Mitchel,Duplex,2Story,None,2,0,0,0.0,2,1,936,1872,2,2,1,2.0,484.0,1,100000,0,0,0,0.0,4,0,20
1271,RL,12728,Reg,CollgCr,1Fam,2Story,BrkFace,3,4,2,1531.0,4,1,1531,2439,1,3,3,2.0,560.0,1,275000,0,0,1,1.0,3,0,40
1272,RL,11690,IR1,CollgCr,1Fam,2Story,BrkFace,3,4,3,850.0,4,1,886,1764,1,3,1,2.0,560.0,1,207000,0,0,1,0.0,3,0,40
1273,RL,9230,Reg,NAmes,1Fam,1Story,BrkFace,2,3,2,864.0,3,1,1200,1200,1,3,1,2.0,884.0,1,146000,0,1,0,1.0,2,0,40
1274,RM,1890,Reg,BrDale,Twnhs,2Story,BrkFace,2,3,1,494.0,4,1,494,1030,1,2,1,1.0,264.0,1,116000,0,0,0,0.0,2,0,42
1275,RL,9375,Reg,CollgCr,1Fam,2Story,BrkFace,2,4,1,1057.0,4,1,1057,2034,1,3,2,2.0,645.0,1,219500,0,1,0,1.0,3,0,35
1276,RL,3480,Reg,NridgHt,TwnhsE,1Story,Stone,3,4,1,1405.0,4,1,1405,1405,1,3,2,2.0,478.0,1,173000,0,0,1,0.0,2,0,35
1277,RL,17140,Reg,Edwards,1Fam,1Story,None,2,3,1,1134.0,4,1,1229,1229,1,2,2,1.0,284.0,1,135000,0,0,0,0.0,1,0,24
1278,RL,8749,Reg,CollgCr,1Fam,2Story,None,3,4,1,979.0,4,1,992,1932,1,3,2,2.0,610.0,1,213000,0,0,1,1.0,3,0,35
1279,RL,11375,Reg,Sawyer,1Fam,1Story,None,2,3,1,967.0,2,1,1299,1299,1,3,1,2.0,494.0,1,150000,0,0,1,0.0,1,0,30
1280,RL,3922,Reg,Blmngtn,TwnhsE,1Story,BrkFace,3,5,3,1258.0,4,1,1402,1402,1,3,3,3.0,648.0,1,194201,0,0,1,2.0,2,0,35
1281,RL,3182,Reg,Blmngtn,TwnhsE,1Story,BrkFace,3,4,1,1346.0,4,1,1504,1504,1,3,3,2.0,457.0,1,181000,0,0,1,0.0,2,0,35
1282,RL,9750,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1442.0,3,1,1442,1442,1,2,2,1.0,301.0,1,157900,0,0,0,0.0,2,0,36
1283,RL,13426,IR1,CollgCr,1Fam,2Story,None,3,4,2,951.0,4,1,951,1779,1,3,3,2.0,586.0,1,217000,0,0,1,1.0,3,0,35
1284,FV,10574,Reg,Somerst,1Fam,2Story,None,3,4,2,1082.0,4,1,1082,1953,1,3,2,3.0,1043.0,1,252000,0,0,1,0.0,3,0,40
1285,RL,8726,Reg,CollgCr,1Fam,2Story,None,3,4,1,872.0,4,1,872,1909,1,3,2,2.0,529.0,1,197000,0,0,0,0.0,3,0,35
1286,RL,7984,IR1,Gilbert,1Fam,2Story,BrkFace,3,4,1,868.0,4,1,868,1630,1,3,3,2.0,436.0,1,189500,0,0,1,0.0,3,0,35
1287,RL,8248,Reg,Edwards,1Fam,1.5Fin,None,2,3,1,686.0,3,1,686,1250,1,1,1,1.0,280.0,0,116000,1,0,0,1.0,2,0,35
1288,RL,9790,Reg,NWAmes,1Fam,1Story,BrkFace,2,3,1,1328.0,2,1,1328,1328,1,2,1,2.0,528.0,1,143000,0,0,1,1.0,2,0,30
1289,RL,7200,Reg,NAmes,1Fam,1Story,None,2,3,1,876.0,2,1,988,988,1,2,1,1.0,276.0,1,119000,0,0,0,0.0,1,0,35
1290,RL,7200,Reg,NAmes,1Fam,1.5Fin,None,2,3,1,854.0,1,1,854,1278,1,2,1,1.0,240.0,1,127500,0,1,0,0.0,1,0,30
1291,FV,8125,Reg,Somerst,1Fam,2Story,None,3,4,1,858.0,4,1,858,1716,1,3,2,2.0,615.0,1,200825,0,0,0,0.0,3,0,30
1292,RL,8088,Reg,Edwards,1Fam,1Story,None,2,3,1,498.0,2,0,498,498,1,2,1,1.0,216.0,0,35000,1,0,0,0.0,1,0,6
1293,RL,12511,IR1,NWAmes,1Fam,2Story,BrkFace,3,4,1,1420.0,4,1,1420,2840,1,3,3,4.0,1314.0,1,292500,0,1,1,1.0,3,0,49
1294,RM,1869,Reg,BrDale,Twnhs,2Story,BrkFace,2,3,1,483.0,2,1,483,987,1,2,1,1.0,280.0,1,106000,0,0,0,0.0,2,0,36
1295,RL,9259,Reg,Sawyer,1Fam,1Story,None,2,2,1,660.0,2,0,756,756,1,2,1,2.0,440.0,0,85000,0,0,0,0.0,1,0,16
1296,RL,16770,Reg,NridgHt,1Fam,1Story,BrkFace,3,5,4,1712.0,4,1,1712,1712,1,3,2,3.0,701.0,1,286500,0,0,1,1.0,2,0,40
1297,RL,4043,Reg,NPkVill,TwnhsE,1Story,None,2,4,1,1069.0,2,1,1069,1069,1,2,2,2.0,440.0,1,127500,0,0,1,0.0,2,0,30
1298,FV,9000,Reg,Somerst,1Fam,1Story,None,3,4,1,1335.0,4,1,1335,1335,1,3,2,2.0,575.0,1,210400,0,0,0,0.0,2,0,35
1299,RL,12677,IR1,NridgHt,TwnhsE,1Story,BrkFace,4,5,4,1518.0,4,1,1518,1518,1,4,2,2.0,588.0,1,274000,0,0,1,0.0,2,0,40
1300,RL,12852,IR1,Timber,1Fam,2Story,None,3,4,3,920.0,4,1,920,1780,1,3,3,2.0,612.0,1,264966,0,0,1,1.0,3,0,40
1301,RM,10320,Reg,IDOTRR,1Fam,1.5Fin,None,1,3,1,771.0,1,1,866,1484,1,2,1,1.0,264.0,0,50000,1,0,0,0.0,2,0,4
1302,RM,10800,Reg,OldTown,1Fam,1.5Fin,None,2,2,1,686.0,2,1,966,1652,1,2,1,1.0,416.0,1,139000,0,0,0,1.0,2,0,30
1303,RL,19522,IR1,Veenker,1Fam,2Story,BrkFace,3,4,1,1223.0,3,1,1271,2503,1,3,2,2.0,564.0,1,300000,0,0,1,1.0,3,0,35
1304,RL,13860,Reg,NAmes,1Fam,SLvl,None,3,4,4,1952.0,3,1,2000,2704,1,4,3,2.0,538.0,1,345000,0,1,1,1.0,3,0,56
1305,RL,11927,Reg,CollgCr,1Fam,1Story,BrkFace,3,4,4,1556.0,4,1,1592,1592,1,3,3,2.0,484.0,1,228000,0,0,1,0.0,2,0,40
1306,RL,11950,IR1,Gilbert,1Fam,SLvl,None,3,4,1,384.0,4,1,754,1394,1,3,3,2.0,400.0,1,165500,0,0,1,0.0,3,0,35
1307,RM,9906,Reg,OldTown,1Fam,2Story,None,2,3,1,686.0,1,0,810,1328,1,2,1,1.0,210.0,1,107000,1,0,0,0.0,1,0,16
1308,RL,4923,Reg,StoneBr,TwnhsE,1Story,None,3,5,3,1593.0,4,1,1593,1593,1,4,3,2.0,682.0,1,286000,0,0,1,1.0,2,0,40
1310,RL,7800,IR1,NAmes,1Fam,1Story,None,2,3,1,912.0,2,1,912,912,1,2,1,1.0,288.0,1,115000,0,0,0,0.0,1,0,25
1311,RL,3196,Reg,Blmngtn,TwnhsE,1Story,BrkFace,3,4,4,1273.0,4,1,1456,1456,1,3,3,2.0,400.0,1,215000,0,0,1,0.0,2,0,40
1312,RM,9928,Reg,OldTown,1Fam,2Story,None,2,3,1,672.0,1,1,1272,1944,1,2,1,1.0,216.0,0,179900,1,0,0,0.0,2,0,56
1313,RL,6820,IR1,StoneBr,TwnhsE,1Story,None,3,4,3,1488.0,2,1,1502,1502,1,3,2,2.0,528.0,1,212000,0,0,0,1.0,2,0,40
1314,RL,13128,IR1,Gilbert,1Fam,2Story,BrkFace,3,4,1,1074.0,4,1,1074,2064,1,3,3,2.0,527.0,1,250000,0,0,1,0.0,3,1,40
1315,RM,6240,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,1042.0,4,1,1042,1576,1,2,1,1.0,225.0,1,149000,0,0,1,0.0,1,0,30
1316,RL,8000,Reg,Gilbert,1Fam,2Story,None,2,4,1,773.0,3,1,773,1658,1,2,3,2.0,431.0,1,188000,0,0,1,1.0,3,0,30
1317,RL,10410,Reg,OldTown,1Fam,1Story,None,2,3,1,713.0,4,1,713,713,1,3,1,1.0,371.0,0,99800,1,0,0,0.0,1,0,24
1318,RM,10800,Reg,OldTown,1Fam,2Story,None,2,3,1,718.0,4,1,1576,2554,1,2,1,2.0,704.0,0,159500,1,0,0,0.0,2,0,56
1319,RL,13300,IR1,Gilbert,1Fam,SLvl,None,3,4,1,384.0,4,1,744,1374,1,3,3,2.0,400.0,1,184500,0,0,1,1.0,3,0,35
1320,RL,9588,IR1,CollgCr,1Fam,2Story,Stone,3,5,1,1482.0,4,1,1482,2574,1,4,3,3.0,868.0,1,276000,0,0,1,0.0,3,0,40
1321,RL,2308,Reg,NPkVill,TwnhsE,2Story,None,2,4,1,804.0,2,1,804,1548,1,3,1,2.0,440.0,1,155000,0,0,1,1.0,3,0,36
1322,RL,13383,IR1,Mitchel,1Fam,1Story,BrkFace,2,3,1,1188.0,4,1,1404,1404,1,2,1,2.0,504.0,1,160000,0,0,1,0.0,2,0,25
1323,RL,9350,Reg,NAmes,1Fam,2Story,None,2,3,1,720.0,3,1,720,1440,1,2,3,2.0,480.0,1,157500,0,0,1,0.0,2,0,30
1324,RL,9892,Reg,Mitchel,1Fam,1Story,None,3,4,4,1679.0,4,1,1803,1803,1,3,1,2.0,482.0,1,285000,0,1,1,2.0,3,0,40
1325,RL,8777,Reg,Edwards,Duplex,1.5Fin,None,2,3,1,1272.0,3,1,1272,2200,2,2,0,0.0,0.0,0,145900,0,1,0,2.0,4,0,35
1326,RL,10541,IR1,SawyerW,1Fam,SLvl,None,3,4,3,672.0,4,1,1302,2037,1,3,3,2.0,472.0,1,229000,0,0,1,0.0,3,0,35
1327,RM,5940,IR1,BrkSide,1Fam,1Story,None,2,0,0,0.0,2,1,896,896,1,2,1,1.0,280.0,1,79000,0,1,0,0.0,1,0,28
1328,RL,10284,Reg,OldTown,1Fam,1.5Fin,None,2,3,2,1151.0,4,1,845,1281,1,2,1,2.0,580.0,1,128500,0,0,0,1.0,2,0,28
1329,RL,9660,IR1,NoRidge,1Fam,2Story,BrkFace,3,4,1,1044.0,4,1,1079,1976,1,3,3,3.0,885.0,1,286000,0,0,1,1.0,3,0,40
1330,RL,10179,IR1,Gilbert,1Fam,2Story,None,2,4,1,945.0,4,1,945,1608,1,2,3,2.0,470.0,1,189500,0,0,1,0.0,3,0,30
1331,RL,9533,Reg,NAmes,1Fam,1Story,BrkFace,2,0,0,0.0,2,1,1210,1210,1,2,3,1.0,616.0,1,102900,0,1,0,0.0,2,0,25
1332,RM,5830,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,988.0,4,1,1030,1612,1,2,1,1.0,363.0,1,128500,0,1,0,0.0,2,0,30
1333,RL,12099,IR1,NAmes,1Fam,1.5Fin,None,2,3,1,1216.0,4,1,1216,1728,1,2,1,1.0,371.0,1,156000,0,1,1,1.0,1,0,30
1334,RL,12665,IR1,Timber,1Fam,2Story,BrkFace,3,4,4,1094.0,4,1,1133,2482,1,3,3,3.0,642.0,1,281213,0,0,1,0.0,3,0,40
1335,RL,27650,IR2,NAmes,1Fam,1Story,None,2,4,4,585.0,4,1,2069,2069,1,3,2,2.0,505.0,1,242000,0,0,1,1.0,2,0,49
1336,RL,17600,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,1478.0,4,1,1478,1478,1,2,1,2.0,498.0,1,157500,0,0,1,1.0,2,0,30
1337,RL,7162,Reg,Edwards,1Fam,2Story,BrkFace,3,4,1,796.0,4,1,806,1724,1,3,3,2.0,616.0,1,196500,0,0,1,0.0,3,0,35
1338,RL,8685,IR1,CollgCr,1Fam,1Story,None,2,4,2,1425.0,4,1,1425,1425,1,2,2,2.0,591.0,1,193000,0,0,0,1.0,2,1,35
1339,RM,6240,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,672.0,4,1,899,1322,1,2,1,1.0,280.0,1,132000,0,1,0,1.0,1,0,40
1340,RM,6451,Reg,OldTown,1Fam,2Story,None,2,3,1,712.0,3,1,848,1428,1,2,3,2.0,576.0,1,139900,1,0,0,1.0,1,0,49
1341,RL,8760,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1194.0,2,1,1194,1194,1,2,2,1.0,312.0,1,148000,0,0,0,1.0,1,0,36
1342,RL,12568,Reg,NridgHt,1Fam,2Story,Stone,3,5,3,895.0,4,1,895,1818,1,4,3,3.0,774.0,1,281500,0,0,1,1.0,3,0,40
1343,RL,13069,IR1,NridgHt,1Fam,2Story,BrkFace,3,4,3,1706.0,4,1,1718,2956,1,4,2,3.0,916.0,1,342000,0,0,1,0.0,3,0,40
1344,RL,11080,Reg,Mitchel,1Fam,SLvl,BrkFace,2,3,3,1128.0,2,1,1210,1210,1,2,1,2.0,528.0,1,148000,0,0,0,1.0,2,0,36
1345,RL,10759,Reg,Sawyer,1Fam,1.5Fin,None,2,4,1,1001.0,2,1,1001,1641,1,2,1,2.0,490.0,1,140000,0,1,1,0.0,2,0,20
1346,RL,8973,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1008.0,2,1,1053,1053,1,4,2,2.0,750.0,1,150000,0,1,0,1.0,2,0,35
1347,RL,10990,IR1,NoRidge,1Fam,2Story,None,3,5,1,1064.0,4,1,1064,2125,1,3,2,2.0,576.0,1,279500,0,0,1,1.0,3,1,35
1348,RM,3675,Reg,Edwards,TwnhsE,SFoyer,Stone,2,4,4,547.0,4,1,1072,1072,1,3,3,2.0,525.0,1,140000,0,0,0,1.0,1,0,30
1349,RL,8385,Reg,Mitchel,Duplex,1Story,None,2,3,2,1664.0,2,1,1664,1664,2,2,1,2.0,616.0,1,145000,0,0,0,0.0,2,0,30
1350,RH,5858,IR1,NAmes,TwnhsE,1Story,None,3,4,1,1405.0,4,1,1337,1337,1,3,3,2.0,511.0,1,184000,0,0,1,1.0,2,0,35
1351,RL,3880,IR1,Greens,Twnhs,1Story,None,3,4,4,1226.0,2,1,1226,1226,1,3,3,2.0,484.0,1,206000,0,0,1,1.0,1,0,48
1352,RM,1504,Reg,MeadowV,Twnhs,2Story,None,2,3,1,546.0,2,1,546,1092,1,2,1,1.0,253.0,1,85500,0,0,0,0.0,2,0,16
1353,RL,11988,IR1,Crawfor,1Fam,2Story,None,2,3,1,715.0,1,1,849,1660,1,2,1,1.0,240.0,1,188700,0,0,1,0.0,2,0,42
1354,RL,10928,Reg,NWAmes,1Fam,1Story,BrkFace,2,3,1,1427.0,2,1,1671,1671,1,2,2,2.0,484.0,1,200000,0,0,1,0.0,2,0,36
1355,RL,10778,IR1,SawyerW,1Fam,SLvl,None,3,4,1,1054.0,3,1,1061,1061,1,3,1,2.0,462.0,1,162000,0,0,0,1.0,2,0,42
1356,RL,10200,Reg,Sawyer,1Fam,1Story,None,2,3,1,672.0,4,1,672,672,1,2,1,1.0,240.0,0,108000,0,1,0,0.0,1,0,40
1357,RL,9373,IR1,NWAmes,1Fam,1Story,BrkFace,2,4,3,1621.0,2,1,1621,1621,1,2,2,2.0,478.0,1,213000,0,0,1,1.0,2,1,35
1358,RL,12085,Reg,NridgHt,1Fam,1Story,Stone,3,5,1,1734.0,4,1,1734,1734,1,4,2,3.0,928.0,1,318000,0,0,1,1.0,2,0,40
1359,RM,8100,Reg,OldTown,1Fam,2.5Unf,None,2,3,1,849.0,2,0,1075,2138,3,2,1,2.0,360.0,0,106000,0,1,0,0.0,2,0,25
1360,RL,19950,Reg,Edwards,1Fam,2Story,None,2,3,1,672.0,4,1,1337,2009,1,2,1,3.0,795.0,0,235000,0,0,1,0.0,2,0,42
1361,RL,9320,IR1,NAmes,1Fam,1Story,None,2,3,1,950.0,1,1,1225,1225,1,2,0,0.0,0.0,1,128950,0,0,0,1.0,2,0,20
1362,RL,10197,IR1,NAmes,1Fam,1Story,BrkCmn,2,3,1,1362.0,2,1,1362,1362,1,2,1,2.0,504.0,1,163000,0,0,1,1.0,2,0,30
1363,RL,8160,Reg,Edwards,1Fam,1.5Fin,None,2,3,1,756.0,1,0,756,1134,1,2,1,1.0,240.0,0,126000,0,0,0,1.0,2,0,30
1364,RM,11426,Reg,OldTown,1Fam,1.5Fin,None,2,4,1,1362.0,4,1,1362,2082,1,3,1,2.0,484.0,0,200000,0,0,0,0.0,3,0,35
1365,RL,11344,Reg,NAmes,1Fam,1.5Fin,BrkFace,2,3,1,874.0,2,1,874,1524,1,2,1,1.0,315.0,1,144000,0,1,0,0.0,2,0,25
1366,RL,8000,Reg,NAmes,Duplex,1Story,None,2,3,1,1800.0,4,0,1800,1800,2,2,0,0.0,0.0,1,141000,0,0,0,0.0,2,0,20
1367,RL,11002,IR1,NoRidge,1Fam,2Story,None,3,4,1,1389.0,4,1,1411,2582,1,3,3,3.0,758.0,1,322500,0,0,1,1.0,3,0,40
1368,RL,12137,IR2,CollgCr,1Fam,1Story,BrkFace,2,4,1,1649.0,4,1,1661,1661,1,3,2,2.0,598.0,1,224900,0,0,0,0.0,2,1,35
1369,RL,21384,Reg,BrkSide,1Fam,2Story,None,2,3,4,1324.0,4,1,1072,1576,1,3,2,2.0,528.0,1,223500,0,0,1,2.0,2,0,30
1370,RL,8926,IR1,Edwards,1Fam,1Story,None,2,3,1,672.0,4,1,960,960,1,2,1,1.0,288.0,1,112000,0,1,0,0.0,1,0,12
1371,RL,8702,IR1,Gilbert,1Fam,2Story,None,2,3,1,926.0,4,1,926,1604,1,2,3,2.0,470.0,1,187500,0,0,1,0.0,3,0,30
1372,RL,10020,IR1,Edwards,1Fam,1Story,None,1,2,4,683.0,3,0,904,904,1,1,0,0.0,0.0,1,61000,0,0,0,1.0,1,0,1
1373,RL,12354,Reg,Edwards,1Fam,1.5Fin,None,2,3,2,684.0,3,1,684,1196,1,3,1,2.0,528.0,1,110000,1,1,0,0.0,1,0,48
1374,RL,4130,IR1,BrkSide,1Fam,1Story,None,3,3,1,270.0,3,1,729,729,1,2,0,0.0,0.0,0,52000,0,0,0,0.0,1,0,18
1375,RL,6289,IR1,NridgHt,TwnhsE,1Story,Stone,3,4,3,1362.0,4,1,1362,1362,1,3,2,2.0,460.0,1,207000,0,0,1,1.0,2,0,30
1376,RH,8525,Reg,SWISU,1Fam,2Story,None,2,3,3,940.0,2,0,1024,1964,1,2,0,0.0,0.0,0,130000,0,0,0,0.0,2,0,30
1377,RL,10791,Reg,Sawyer,Duplex,1Story,None,2,0,0,0.0,2,1,1296,1296,2,2,1,2.0,516.0,1,90000,0,0,0,0.0,2,0,20
1378,RL,10429,Reg,Mitchel,1Fam,2Story,None,2,4,1,624.0,2,1,624,1287,1,2,1,2.0,440.0,1,130000,0,0,0,0.0,2,0,25
1379,RL,7438,IR1,BrkSide,1Fam,1.5Fin,None,2,2,1,504.0,3,1,936,1252,1,2,1,2.0,576.0,1,127000,0,1,0,0.0,1,0,40
1380,RL,11670,IR1,Somerst,1Fam,1Story,Stone,4,5,1,1905.0,4,1,1905,1905,1,4,3,3.0,788.0,1,320000,0,0,1,0.0,2,0,45
1381,RL,10800,Reg,OldTown,1Fam,1Story,None,2,3,1,1120.0,4,1,1130,1130,1,2,1,2.0,720.0,1,120000,1,0,1,1.0,1,0,30
1382,RL,11920,Reg,SawyerW,1Fam,2Story,BrkFace,3,4,3,831.0,4,1,831,1659,1,3,2,2.0,484.0,1,181000,0,0,0,0.0,3,0,35
1383,RL,9450,Reg,Edwards,1Fam,1Story,None,2,3,1,894.0,4,1,894,894,1,2,1,2.0,400.0,1,110000,0,0,0,0.0,1,0,20
